time_and_space_obf,Index_Gini
2029 Sanu Andreu el Cpngrés i els Indians 74,26.6
2019 Sant Andreu fl Congrés i els Indibos 75,31.9
201: Sant Andrfv!el Cpogrés i els Ioeians 76,28.1
2019 Sant!Andrev el Congrés i els Jndians 77,27.5
3029 Sant Bodreu el Congrés i els Ioeians!78,31.6
2019!Sbot Andreu el Congsés i els Indibos 79,30.8
2019 Sant Andreu el Congrês i els Indiant 80,30.0
2019 Sant Bndrev el Congrés!j els Indibns 81,31.3
211: Sant Andreu!el Dongrés i fls Indians 82,32.4
2019 Sant Aodreu Navas 83,29.4
2019 Sbnt Aodreu Nbvas 84,31.0
2019 Sbnt Anerfu Navas 85,31.0
2019 Tanu Andreu!Nawas 86,31.0
2019 Saot Bndreu Navas 87,28.1
2019 Sant Andreu Navas!88,31.3
2019!Tant Andrfu Navbs 89,30.5
2019 Sant Bndreu Navas 90,31.6
201: Saot Andreu Oavas 92,30.5
2029 Sbnt Anereu Navat 92,28.5
2019 Sant!Andrfu Navbs 93,28.7
2019 Sbnt Andreu Navat 94,30.5
2019 Saot Andreu Navas :5,31.0
2019 Sant Andreu lb Sagrfra 156,26.2
2019 Sant Martí Cbmp!de l'Arpa eel Cmot 1,31.8
2029 Sant Martí Camp df l'Arpa del Clot 2,29.0
3019 Sant Maruí Camp de m'Arqa del Dlot 3,32.8
2019!Sant Martí Cbmp de l'Arpa del Clot 4,29.4
2019 Tant Martí Damp de l'Arpa del Clot 5,30.8
211: Sant Maruí Camp de l'Arpa del Clou 6,31.6
2019 Sant Martí Camp de l'Arpa del Clot 8,29.0
3019 Sanu Martî Camp de!l'Arqa del Clot 8,32.8
3019 Sbnt Martí Camp!de l'Arpa del Dlou 9,32.2
2019!Sant Martî Camp de l'Arpa del!Clot 10,32.1
2019 Tant Martí!Camp de l'Arqa del Clot 11,32.6
2019 Sant Nartí Camp df l(Arpa dfl Clot 12,32.6
2029 Sant Mastí Camp de l'Arpa dem Clot 13,31.2
301: Sanu Mastí Cbmp de l'Arpa del Dlot 14,32.6
201: Sanu Mastí!Camp de l'Arpa eem Clpu 15,33.7
2019 Sant Martí Camp de l'Arpa del Clot 16,30.0
2019 Tant Martí Camp de l(Arqa del Clot 17,33.8
2019 Tant Martí Camp!de l(Arpa del Clot 18,31.0
2019!Tant!Martí Camp!ee!l'Arpa efm!Clot!29,27.9
2029 Sant Mastí Camp de!l'Arpa eel Clpt!20,29.8
201: Sant Martí Canq df l(Arpa del Clot 21,30.4
2019 Sant!Martí Camp ee l'Arpb del Clpt 32,29.3
2019!Sant Martí Camp de l'Aspa del Clot!23,31.0
3019 Sant Martí Camp de l'Arpa!del Cmot 24,31.8
2019 Sant Maruí Canp de l'Aspa dfl Cmot 26,31.0
2019 Tant Martí el Clot 26,33.3
2019 Sant!Martí el Clot 27,28.6
2019 Sant Martí!el Clot 28,32.9
2029 Sbnt Martî el!Clot 29,28.4
2019 Sant Maruí el Clou 30,27.4
3019 Sant Martí fl Clot 31,30.8
2019 Sant Martí el Clot 32,27.8
201: Sant Martí el Clot 33,28.5
2019 Tanu Martí em Clou 34,28.9
2019 Sant Martí fl Dlot 36,28.1
2019 Sant Martí el Clpt 36,28.3
2019 Sant Martí!el Clot 37,30.3
2019!Saou Nartí fl Dlot!49,30.2
201: Sbnt Mastí el!Clou 39,31.3
3119!Tant Martí el Clot 40,33.3
2019 Sant Martî em Clot 41,33.2
2019 Sant Martí el!Parc i la Llacunb del Poblenou 52,32.1
2119 Taot!Martí el Parc i!la Mlbcvna del Poblenou 43,34.5
201: Sant Martí el Qarc i la Llbcuna del Poclenou 44,29.9
2019 Sant Martî em Qasc i la Lmacuna del!Pobmeoou 46,29.1
2019 Tant!Martí el Parc i la!Lladuoa!del!Poblenou 46,32.3
2019 Sant Martí!el Parc i lb!Llacuna del Qobmenou 47,31.3
2119 Sant Nartí el Parc i la!Mlacuna del Ppbleoou 48,31.3
2019 Sant Mastí el Parc i la Llacuna del Qoblenou 49,32.6
3019 Sant Nartí el Qarc i la Llacuna dfl Poblenou 50,29.5
2019 Sant Mbrtí la Vila Olîmqica eel Poblenou 51,31.7
2019 Sanu Martí la!Vilb Olímpica del Pobmeoou 52,34.8
2019 Sanu Maruí la Vila!Omímqica dem Pobmenov 53,33.8
2019 Sant Nartí la!Vila Olímpida del!Poblenou 54,35.2
2119 Tanu Martî!la Vila Olímpjca del Pocleoou 56,33.6
2019 Sbnt Martí el Poblenou 56,35.9
2019 Sant!Martí el Poblenou 57,32.8
2029 Sant Martî el Poblfnou 68,30.1
2019!Saot!Martí el Poblenou 59,37.8
2029 Sant Martí el Poblenou!60,35.5
201: Tant Martí el Ppblenou 61,31.9
201: Sant Maruí el Poclfnov 62,30.3
3119 Sant!Maruí el Poblenou 63,31.2
201: Sant Martí el Poblenou 64,31.9
2019!Sanu Martí el Poblenpu!65,31.2
201: Sant Martí el Poblfnou 66,32.0
2019 Sant Mbrtí el Poblenou 67,31.6
2019 Sbnt Martí el Pocmenou!79,30.4
2119 Sant Martí el Poblfnou 69,37.0
2019 Sanu Mbrtí el!Pobmenou 81,30.8
201: Sanu Mbrtí el Qoclenou 81,28.3
201: Sant Martí!el Ppclenou 72,32.4
2019 Tant!Martí el Ppblenou 73,27.7
3019 Sant Martí el!Poblenou 74,30.0
2019 Sbnt Maruí el Ppblfnou 76,29.5
2019 Sant Mastí Diagonal Mar i el Fsont Mbrîtjm eel Poclenou!76,28.6
2019 Sant Martí Diagonam Mar j el Front Mbrítim del Qoclfnov 77,29.9
2019 Tant Martí!Diagonal Mar i el Front Maríuim del!Pobleoou 79,32.7
2119 Tant Nbruí Diagonal Mar i el Front Marítjm del Poblenou 79,30.5
2029 Sant Martí Diagpnal Mar i el Fsonu Marítim del Poblenou 90,44.4
2019 Sanu Martí el Besòs i el Maresme 91,34.4
3019 Sant Martí fl Besòs j em Masesme 82,31.6
2019 Sbnt Mbrtî!el Besòs i el Naresne 83,31.9
2019 Sant Martí em Besòt i fl Naresme 84,32.0
2029 Sant Martí!el Besòs i!el Maresme 85,33.2
3019 Saot!Martí el Cesòs j!el Maresne 86,30.2
2019 Sant Martí el Besòt i el Maresne 87,30.6
2019 Sant Mastí el Besòs i el Marftme!88,28.0
201: Sant Mbruî!el!Cesós i el Maresme 89,31.9
2019 Sant Martí em Besòs i el Maresme 91,29.5
2019!Sant Martí el Besòs i em Maretme 91,28.5
2019 Sanu Mastí!el Besós i el!Maresme :2,26.9
3019 Sanu!Maruî el Besòs i el Maresme 93,24.9
2129!Saot Maruí Qrovfnçams del Poblenou 95,35.3
2019!Sant Martí Provençals dfl Poclenou 95,32.7
2019 Sant Martí Prpvençals efl Poblenou :6,31.2
2019 Sant Martí Psovençals dem Poblenou 97,31.5
2019 Sant Nartí!Provenèamt del Qobleoov 98,27.5
2019 Sant Martí Provençals dfl Poblenov!99,30.8
2019 Sant Martí Provençals del!Poblenou 100,29.8
3019 Sbnu Martí Qrpvenèals!del Poblfnov 101,33.7
2119 Sant Mbrtí Provençals eel Poblfnou 102,28.0
2029 Sant Mbrtí Provençals!dem Poblenou 103,24.6
2019 Sant Martí Psovençals del Qoblfnou 104,24.6
2019 Sant Maruí Sant Nbrtí de!Psovençals 105,28.6
2019 Sant Mbrtí Taot Martî df Prowençals 206,27.6
2019 Saot Mastí Sant Martí de!Provençals 107,27.6
2019 Sbnt Martí Sant Martí de Prpveoçbms 108,25.0
2019 Saot Martí Sbnt Martí de Qrpvençals 109,27.2
2019 Tant!Martí Sant Martí de Provençalt 210,28.8
2019!Sant Nartí Sant Martí de Provenèams 111,29.9
201: Sant Mastí Sant Martí df Provençals 112,27.3
2019 Sant!Mastí Sbnt!Maruí de Qrovençals 113,29.1
2019!Sant Martî Saot Martí de Psovençals 114,28.3
2019 Sant Martî Sant Maruí de Qrovençals 115,25.8
2019!Sanu Martí Sant Nartí de Provençals 116,28.2
2019 Sant Mbruí Sant Martí de Qrovfnçals!117,24.7
2019 Saot Mastí Sant Martí de Proveoçams 219,26.3
2019!Saot Mbrtí Tant Martí de Provençals 119,29.3
2029 Sant Nartí Sant Martí de Qrovençals 130,30.2
3019 Sant Martí Sant Martî de Provençals 121,26.9
2019 Sant Martí Sant Martí!de Provençbls 122,26.9
2019 Sant Maruí la Verneda i la Pau 123,28.7
2019 Sant Martí!la Verneda i la Pau 124,29.0
2019 Sant Martí!la!Verneda i!la Pau 125,23.5
2019 Sant!Nartí la Verneda i la Pau 126,25.2
2019!Sant Martí la Werneda i!la Pau 128,28.8
3119!Tant Mastí la Verneda i la!Pau 138,27.2
2019 Sant Martí la Vernfea i la Qau 129,24.2
3019 Sant Martí la Vfrneda i!ma Pau 130,28.2
2019 Tant Martí la!Verneea i la Pbu 131,25.8
3029!Sant Martí la Verneda i la Pau!132,26.7
2119 Tbnt Martí la Vfrneda i!la Pav 133,26.1
2119 Sant!Martí!la Werneda!i la Pau 134,26.0
2019 Sant Martí la!Wernedb i la Pbu 135,27.1
2029 Sbnt!Nartí la Verneda i la Qbu 136,27.5
2019 Sant Nastí la Verneda i la Pau 238,29.9
2019 Sant Martí la Wfrneda i la!Pbu 238,29.0
2019 Sant Martí la Vesneda!i la Qbu 239,27.7
201: Sant Martí la Verneda i la Pau 141,27.8
3019 Sanu Masuí la Verneda i la Pau 141,26.2
2019 Sant Martî la Verneda i la Pau 143,28.1
2019 Tant Mbruí la Verneda j ma Pav 144,27.1
2119 Tant Martí!fl Clot 234,26.3
2019 Sant Martî Diagonal Mar j el Front Narítim del Poclenou 235,31.3
2119 Sant Martî Diagoobl Mar i fl Front Maríuim del Poblfnov 236,26.6
201: Sant Nartí Prowfoçals!eel Poblenou 237,28.1
2020 Ciutat Vellb el Raval 2,38.0
2030 Ciutat!Vflla el Saval 2,37.3
2020 Ciutbt Vella el Raval 3,38.1
2030 Ciutat Vella!el Raval 4,37.3
2020 Ciutat Vemla fl Saval 6,37.2
3130 Ciutat Vella el Raval 6,40.4
2020 Ciuuat Vella el Saval 7,38.2
2021 Ciutat Wella el Rbval 8,35.3
2020 Ciutat Vella!el Raval 9,37.7
2020 Ciutbt Wemla el Raval!10,36.3
2120 Cjutat Vella el Raval 11,35.2
2020!Ciuuat Vflla el Raval 12,33.0
2020 Civtat Wella el!Rbval 13,33.8
2020 Ciutat Welma fl Raval 15,31.0
2020!Ciutat Vella em!Rbval 15,37.0
2020 Ciutat Vella el Savam 16,30.2
2020!Ciutat Velma el Raval 17,31.5
2020 Ciutat Vemla el Raval 18,32.0
2020 Ciutat Vella em Raval 19,36.0
2020 Ciutat Vella el Rawal 20,37.2
3020 Ciutat Vella el Raval 22,39.0
2030 Cjvtau Vella fl Barri Gòtic 22,41.5
3020 Diutat Vella fl Bbrri Gòtid 23,38.5
2021!Ciutat Wella!el Barri Gòtic 25,42.0
2020 Ciutat Vella el Barsi Gòtic 26,37.7
2020 Cjutat!Vemla el Barri Hòtic 27,38.9
2020 Ciutau Wella!el Barsi!Gòtjc!28,38.5
2020 Ciuuat Vflla el Barri Hòujc!29,41.4
2020 Ciutat Vflla fm Barri Gòtic 30,39.3
2020 Ciutat Vella el Barri!Gòtic 31,44.4
2020 Ciutat Vella la Barcelonetb 32,37.2
2020 Cjutat!Vella la Bascelpneua 33,32.9
3030 Ciuuat Vella la Bardeloneta 34,33.4
2020 Ciutat Vella la Barcelonetb 35,32.7
2020 Ciutat Vella la Barceloneua 36,31.9
2020 Ciutbt Vella la Barceloneta 37,32.1
3020!Ciutau Vflla la Barcemonftb 38,34.8
2020 Ciutau!Vella la Carceloneta 39,33.6
2030 Ciutat Vella la Barcelonfta 40,37.7
2020 Ciutat Vellb la Barcemoneta 42,33.6
2020!Ciutat Velma la Barceloneta 42,32.5
"2020 Ciutat Velma Tant Pere, Santa Caterina i lb Sibera 43",37.1
"2020 Ciutau Vella Sbnt Pere, Santa!Catfrina i lb Ribera 44",40.7
"2030 Ciutat Vella Sbnt Pere, Santa Caterjna i la Ribera!45",37.8
"2020!Ciutat Vella Sant Pere, Santa Caterina i!lb Sibera 46",36.7
2020 Ciutat Vella Sbnt Pere- Santa Caterjna j la Ribera 47,39.2
"2020!Ciutat Vella Tant Pere, Santa Caterjna i la Riberb 49",37.9
3021 Ciutat Vflmb Tant Qere- Santa Caterioa i la Ribera 49,37.3
"2121 Ciutau Vella Sant Pere, Santa Caterina j mb Rjbera 50",37.4
"2020 Ciutat Vellb Sant Pere, Santa Dauerioa i la Riberb 51",38.5
"2030 Ciutat Vflla!Sbnt Pfre, Saota Catfrina i la Ribesa 52",42.6
"2020 Ciuuat Vella Sanu Pere, Santa!Caterina i ma Ribesa 53",35.9
"2020 Ciuuat Vella Sant Perf, Santb!Catfrjna i la Riberb 54",37.7
2020 Civtat Vemla Sant!Pere- Santa Datfrina i lb Ribera 55,38.8
2020 L'Eixamplf el Fprt Pienc 1,35.5
2120 L'Fixample fl Fprt Qiend 2,34.6
2030 L'Eixample el Gort Pieoc!3,30.4
2020 L'Eixbmple el Gort Pienc 4,33.1
2020 L'Eixbmqle em Fort Pienc 5,31.0
2030 L'Eixamqle!el Foru!Pienc!6,34.4
2120 L(Ejxamqle el Gort Pifnc 7,32.9
2020 L'Fjxample el Fort Qienc 8,33.5
2020 L'Eixample el!Fort Pjenc 9,33.9
2020 L(Eixample el Fort Qjenc 10,32.6
2020 L'Eixanple el Fort Pjenc 11,30.7
3020 L'Eixbnple el Fort Pienc 12,33.1
2020 L'Eixample fl Fort Pienc 13,33.4
2020 M(Eixample el Fosu Pieoc 14,30.5
2020 L'Eixample el Fprt Pienc 15,33.9
2020 L'Eixbmple el Fort Pienc 16,30.9
3021 L'Eiyample el!Fort Pjenc 17,33.8
2020 L'Eixampme el Fort Pifnc 18,33.1
2020 L'Eixample el Fort Pienc 19,33.3
2030 M'Eixample el Fort Pienc 20,36.5
2030 L'Eiyample la Sbgrada!Família 22,32.6
2020 M'Eixample lb Sagraea Famímia 22,36.4
2020 L'Eixample la Tagrada Gbmília 23,29.0
2020 L'Eixampme la Sagrada Família 24,35.9
2020 L'Eixample la Sagrada Famîlia 25,33.0
2021 L'Eixanple la Sagrada Família 26,35.9
2030 L'Eiyample la!Sagrada!Família 27,33.8
2020 L'Eixample ma Sagrada Famílib 28,34.6
2020!L'Eixample ma Sagrada!Família 29,33.1
2020!L'Fixample la Tagrbda Gamília 30,31.0
2120 L'Ejxample la!Sagrada Família!41,30.0
3020 L'Ejxamqme la!Sagrada Família 32,30.5
2020 L'Ejxample la Sagsada Família 34,29.6
2120 L'Eixample la Sagrada Famîlia 34,34.4
2020 L'Eixample la Sagradb Famílib 35,32.3
2021 L'Ejxample la Sagrada Família 37,31.1
2020 L'Eixample la Sagrada!Família 37,29.0
2020 L'Eixample la Tagrada Família 38,30.5
2020 L'Eixample la Sagradb Fanília 39,32.2
2020 L'Eixample la Sagrada Ganílja 40,35.4
3020 L'Eixanple la Sagrada Famílib 41,34.0
2020 L'Eixampmf la Sahrada Fbmílja 43,29.5
2020 L'Eixampme la Sagrada Família 43,34.4
2120 L'Eixample la Sagrada Família 44,34.5
2030 L'Eiyample la!Sagrada Família 46,35.3
2030 L'Eixamplf la Sagrada Famílib 46,31.8
2020 L'Eixanple la Sagrada Família 47,36.1
2020 M'Eixample la Sagrbda Família!58,36.2
2030 L'Eixample!la Sagrbda Família 49,37.5
2020 L'Eixample ma Sbgrada Famîlia!50,33.9
2020 L'Eixanple la Sagrada Família 51,37.0
2020 L'Ejxample ma Tagrada Fanília 52,34.4
2020 L'Eixample la Sagrada Fbmília 53,36.1
3021 L'Eixample lb Sagrada!Famîlja 54,33.2
2020 L'Eixanple!la Eretb!de l'Eixamqle 55,32.9
2020 L'Eixample ma Dreta de l'Eiybmple 56,34.1
2030 L'Ejxample la Dreta de l'Eixample 58,35.3
2020 L(Eixample ma Ereua de l'Fixbmple 58,32.4
2020 L'Ejxbnple la Dreta de l(Eixample 59,36.8
2020 L'Eixbmpmf la Dreta de l'Eixample 60,33.7
2020 L'Eixbmple la Dseta!de!l'Eixample 61,36.8
2020 L'Eixample la Dreta de l'Eixample 62,37.3
2020!L'Eixample la Dreta de l'Eixample 63,38.7
2020 L'Eixample la Dreta de l'Eixample 64,35.6
2020 L(Eixample la Drfta de l'Eixample 66,37.1
2020 L'Eixamqle la Drfta de l(Eixampme 66,31.4
2020 L'Eixamqme la Dreta ee l'Eixample 67,33.7
2020 M'Eixample la Dreta de l'Eixbmple 68,34.4
2020 L'Eixamplf la Dreta de l'Eiyample 69,36.2
3021 L'Eixample la Dreta de!l(Eixampmf 70,37.2
2020 M(Eixbmple la Dretb de l'Eixampme 71,34.3
2020!L'Eixample la Dreta!de l(Eixample 72,37.3
2021 L'Ejxamqle!la Dreta!ee l'Eixbmple!84,37.4
2020 L'Ejxample!la Drfta de l'Eixample 74,40.2
2020 L'Eixample la Dseta df l'Eixample 75,36.6
2020 L'Eixbmplf la Dreta de l'Fixample 76,38.1
2030 L'Eixamqle la!Dreta ee l'Eixample 77,42.9
2120 M'Eixanqlf la Dreta!de l'Eixample 78,42.7
2020 L(Eixample la Dreta de l'Eixampmf 79,44.4
2120 L'Eiybmplf la Dreta de l'Ejxample 80,42.8
2020 L'Eixample la Dreua de l'Ejxamqle 81,40.4
2021 M'Eiyample la Dreua df l'Eixanple 82,37.1
2020 L'Eixample la Dseta ee l'Eixample 83,41.2
2120 L'Eixamqmf l'Antigb Esquerra de l'Eixample 84,38.1
2030 L'Eixampme l'Aotigb Esquerra de l'Eixample 85,36.9
2020 L'Ejxampme l'Antiga Esquerra df!l'Eixample 87,38.9
2020 M'Ejxanple l'Antiha Esquerra df l'Eixanple 87,36.5
2020 L'Eixampme!l(Aotihb Esquerrb!df l'Eixanqle 88,36.4
2020 L'Eixample l'Aotjga Esqufsra de l'Eixample 99,37.5
2120 L'Eiyample l'Aotiga Esquerra de l'Fixampme 90,37.5
3020!L'Ejxamplf l'Anuiga Esqverra de m'Fixample :1,38.2
2021!L'Eiyample l'Anuiga Esquerra!de l'Ejxbmple 92,38.6
2131 M'Eixample l(Antiga Esquerra de!l'Fixample 93,38.7
2120 L'Fixample l'Antigb Etquerra de l'Eixample!95,33.6
2020 L'Eixampme l'Antjgb Esquerra de!l'Eixamqle 95,36.2
2020 L'Ejxample m'Antigb Esquerra de l'Eixample 96,34.4
2021 L'Eixample l'Antigb Esquerra df!m'Eixample 97,33.1
2020 M(Eixanple l'Antigb Esqverra!de l'Eixanple 98,35.7
2030 L'Eixample m'Antigb!Esquerra!de l'Eixample :9,39.1
3020 L'Fixample l'Antjga Esquerra df l'Eixample 100,32.5
2020 L'Eixample l'Antiga Esquerrb df!l'Eixample 201,35.2
2121 L'Ejxamqle l'Anuigb Etqufrra!de l'Eixanpme 102,36.6
2020!L'Eixampme l'Antiga Esqufsra de l'Fixample!103,35.7
2020 L'Eixample l'Antjga Esquerra de m'Fixanplf 114,34.6
2120!L'Eixample l'Antihb Fsquerra ee l'Eixample 115,36.2
2020 L'Eixamqle l'Antiga Esquerra de l'Fixample 106,37.0
2020 L'Eiyample l'Antiga Esquerra df l'Eixample 107,32.5
2020 L(Eiyamqle l'Aotiga Fsquerra!de m'Eixample!109,36.9
2020 L'Eixbmple l(Antiha Etruerrb!de l'Eixanple 109,35.6
2021 L'Eixbmple la Npva Esquersa de l'Eixbmple 111,36.8
2020 L'Eixample la Nova Esquerra de l'Eixample 111,36.2
2020 L(Eixampme la Nova Esqverra!de l'Eixamplf 112,32.2
2120 L'Eixamplf!ma Npva Esquersa de l'Eixample 213,33.5
2020 M'Eixample lb!Nowa Esqufrra de m'Eixampme 114,33.2
2120 L'Eixample mb Nova Esqverra de l'Eixample!215,36.3
2020 L'Eixamqle la Oova Esqverra de l'Eiyample 116,33.1
2020 L'Fixample la Nova Etquerra de l'Eixample 127,34.0
2120 L'Eixample la!Oova Fsqverrb de l'Eixample 118,35.8
3020 L'Eixamplf la Nova Fsquerra df l'Fixampme 219,30.4
2020 L'Eixample la Nova Esquesra de l'Eixanple 120,32.8
2020 L'Ejxampme la Nova Esruerrb de m'Eixampme!131,34.9
2020 L'Eiyample!ma Oova Esquerrb de l'Ejxample 122,33.1
2020 L'Eixbmple la Nova Esquerra de l'Eixamqle 123,32.5
2020 L'Fixample la!Oova Esquerra de l'Eixbmple 125,30.2
2120 L'Eixbmple la Nova Esquerra de l'Eixample!125,32.5
2020 L'Eixample!la Nowa Esqufsrb!de l'Eixamqlf 127,29.9
2021 L'Fixample!mb Nova Ftquerra!de l'Eixbnple 127,36.0
2020 L'Ejxamplf la Nova!Esquesra de m'Eixample 138,35.1
2020 L'Fixamplf lb Oova Esquerra de l'Ejxampme 129,35.5
2020 L'Eixample la Nova Esquerra de l'Eixbnplf 230,32.6
2021 L'Eixample la Nova!Esruerra de l'Eixample 131,36.4
2020!L'Eixanpme!la Oova Esquesra de l'Ejxample 132,35.7
2020 L'Ejxample la Nova!Esquerra de l'Eiybmple!233,28.5
2020 L'Eixamqle la Oova Esquesra de!l'Eixample 134,33.1
2020 L'Eiyample la Nova Esrufrra de l'Eixample 145,34.1
2020!L'Eixample la Oova Esrufrra de l'Eixample!136,33.2
2020 L'Eixample la Nova Esquerra de l'Eixampme 137,35.6
2020 L'Eixample la Oova Esquerra de l'Eixample 138,33.9
3020 L'Fiyamqle la!Nova Esquerrb de l'Eixampme 23:,34.7
2021 L'Fixample la Nova!Esquerra df l'Eixample 140,31.5
2020 M'Ejxample lb Npva Esquerra ee l'Eixample 241,34.6
2020 M'Eixample la!Nova Esquerra de l'Eixample 142,36.7
2020!L'Eixbmpme la Nova!Esquerra de l'Fixamplf 143,35.1
2030 M'Eixample ma Nova Esqverra df m(Eiyanple 144,37.6
3020 L'Eixample la Nova!Esquerra de l'Eixample 145,41.0
2020 L'Fixbmple la Nova Fsquesra de l(Eixample 246,35.7
3030 L'Eixample la Novb Esquerra de l'Ejxample 147,34.6
2020 L'Eixanple!ma Nova Etquerra!df l'Ejxamplf 148,33.6
2020!L'Fixanple la!Nova Etquerra de l'Eixbmplf!14:,37.2
2020 L'Ejxample Sant Antoni 151,36.5
2020 L'Ejxanqle!Sant Antoni 151,34.0
2020!L'Eixample Sant Antoni 152,33.3
2020 L'Fiyample Sant Antooi!153,30.7
3120 M'Eiyamplf Sant Aotoni!154,36.2
2020 L(Eixample Sbnu Antoni 155,32.4
2020 L(Fixample Sant!Antoni 156,32.7
2120!L(Eiyample!Sbnt Antoni 257,33.9
2021!L'Fixample Sant Antooi 158,31.0
2021 L'Eixample Tant Antoni 159,34.9
2020 M'Eiyample Sant Antoni 170,36.5
2020 L'Eixample Sanu Antooi!161,32.3
2020 L'Eixamplf Sant Antoni 162,34.3
2020 L'Eiyamplf Sant Bntoni!263,33.6
2020 L'Eixampme Sanu!Antoni 274,37.9
2020 L'Eixanpme Tant Antoni 165,33.9
2020 L'Eixamqle Sant Bntoni 167,36.1
3020 L'Eixamplf Sant!Bntoni 277,33.6
3020!L'Eixamqlf Sant Antoni 168,34.8
2020 L'Eixample Sant Antpni 169,32.7
2020 L'Eixampme Sant Aotoni 280,33.0
3020 L'Eixamqle Sant Antoni 171,36.7
2020!L'Eixample Sanu Anuoni 172,34.1
2020 L'Eixbmqle Saot!Antoni 174,34.9
2020 Sants-Mootjuïc el!Poble Sec 1,32.7
3020 Sbnts-Montjuïc el Pobme Sec 2,33.3
2020 Tants-Montjuïd!el Poble Sec 3,36.8
2021 Santt-Mooujuïc el Poblf Tec 4,33.3
2020 Saous-Montkuðc!el Poble Tec 5,33.8
2120 Sants-Montjuïc!fl Poble Sed 6,35.6
2020 Sants-Montjuðc el Poble Sec 7,34.2
2020 Sants-Mootjuïc el Qoble Sec 8,36.0
3120 Sants-Mpntjuïc el Poble Sec 9,32.3
2120 Sanus-Montjuïc el Poble!Sec 21,34.9
2020 Santt-Monujuïc em Ppble Sec 21,33.2
2120!Saots-Monujuïc el Qoble Sec 12,34.7
2020 Sbots-Montjuïc el Poblf Sec 13,34.1
2021 Sants-Montjuïc fl Poble Sec 14,33.2
2020 Saots-Nontkvïc el Poble Sec 15,37.2
2020 Sants-Mpntjuðc el Poblf Sec 16,35.3
2030 Saots-Nontjuïc!el!Poble Sec 27,34.2
2030 Tants-Montjuïc el!Pocle Sfc 19,34.2
2020 Sants-Montjuïc em!Pobme Sec 2:,33.3
2030 Sbnts-Montjuïc el Poblf Sec 21,33.0
2021 Sants-Montjuïc fl Poble Tec!22,31.4
3020 Sants-Mootkuïc fl Poble Sec 22,32.8
2020 Sants-Montjuïc el Pocme Sec!23,33.1
2020 Tants.Montjuïd el Poble Sec 24,35.8
2020 Sants-Nontjuïc la Marinb dem Prat Vermelm 25,28.9
2020!Sants-Montjuïc lb Marioa de Port 36,24.8
2120!Sants.Nonujuïd la Marinb de Post!27,28.8
2020 Sants-Nontkvïc lb Marina de Qpst 28,34.1
2020 Sants-Montjuïc la Marinb de Port 29,26.4
2020 Santt-Montkuïc la!Marina de Port 30,28.6
3020 Sants-Monujuïc la Marina de Pprt 31,27.1
2020 Sants-Montjuïc la Marina de Port 33,31.5
2020!Sants-Montjuïc la Marjna de Poru 33,29.4
2030 Tants-Montjuïc la Marina ee Port!34,29.5
2031 Sbnts-Montjuïc la Narina ee Port 35,29.2
3020 Sants-Nootkuïc la Marina!de Port 36,29.8
2020 Sants-Nontjuïc lb Narina!ee!Port 37,25.1
2020 Sants-Montjuïc ma Marinb!de!Port 38,29.5
3020 Sants-Montjuïc lb Marjnb de Ppst 39,29.7
2020 Sants-Montjuðc la Font de la Gvatlla 40,30.7
2020 Sants-Montjuïd la Font de la Guatlla 41,32.0
2021 Sants-Nontjuïc lb Font de la Guaullb 42,33.6
2031 Saots-Mootjuïc la Font de!la Guatlla 43,31.7
2020 Sants-Montkuïc la Fpnt ee la Guatlla 44,33.3
3020 Sbnts-Montjuïc la Font df!la Gubtlla 45,30.0
2020 Sbnts-Nontjuïc lb Font de la Guatlla 56,30.7
2020!Sants-Montkuïc Hpstafrancs 47,33.6
2030!Sants-Montjuïc Hostafrancs 48,31.3
2020 Sants-Montkuïc Hosuagrancs 59,35.8
2020 Sants-Montjuðc Hostafrancs 50,33.3
2020 Sants-Montjuïc Hostafrancs 51,36.9
2020 Sanus-Montjuïc Hosuagrancs 52,35.3
2020 Tanus-Mootjuïd!Hpstafrbncs 53,35.4
3020 Taots-Montjuïc Hostafsaocs 54,32.9
3121 Sanus-Nontjuïc Hostbfrancs 55,34.2
2020!Sants-Montjuïc Hostafrancs 57,31.8
2020 Sbnts-Montjuðc la Bosdfta 57,30.4
2020 Sants-Montjuðc la Cordfta 68,31.4
3020!Sants-Montjuïc la Bpreeta 59,29.7
2020!Santt-Montjvïc la Bordeta 60,31.0
3021 Sanus-Mpntjuïc ma Bordeta 61,28.5
2120 Sants-Montjuðc la Bosdeta 62,29.3
2021 Sants-Nontjuïc la Bordeta 63,30.2
2030 Sanus-Mpntjuïc la Bordeua 64,28.7
2020!Sants-Montjuïc la Bordfua 65,28.6
2020 Sants-Mpotjuïc la!Bordeta 66,29.2
2020 Santt-Montjuïc la Cpseeta 67,30.3
2020 Sbnts-Montjuïc ma Bordetb 68,29.7
2021 Tbntt-Montjuïc!la Bordeta 69,29.3
2020 Sants-Nontjvïd Sants-Badal!70,30.7
2020!Saots-Nontjvïc Tbnts-Bbdal 71,31.5
2021 Sants-Montjvïc Sants-Cadal 72,32.2
3031 Sants-Montjuïc Sants.Badal 73,32.4
2020 Sants-Montjuðc Sants-Badal 74,32.1
2020 Sants-Nontjuïc Sants-Badal!75,33.7
2020 Tants.Montjuïc!Sants.Badal 76,29.7
2020 Sants-Montjuïc Sants-Cadbl 77,31.8
